120, 1570813895, E, 6000, 2435, -1, 20, 21, 31524
121, 1570813897, E, 6028, 2435, -1, 55977
122, 1570813898, E, 6000, 2435, -1, 20, 21, 33592
123, 1570813899, E, 6028, 2435, -1, 53392
124, 1570813900, E, 6000, 2435, -1, 20, 21, 39883
125, 1570813901, E, 6028, 2435, -1, 48317
126, 1570813901, E, 6000, 2435, -1, 20, 21, 03923
127, 1570813903, E, 6028, 2435, -1, 20326
128, 1570813904, E, 6000, 2435, -1, 20, 21, 49862
129, 1570813905, E, 6028, 2435, -1, 60038
130, 1570813906, E, 6000, 2435, -1, 20, 21, 60460
131, 1570813907, E, 6028, 2435, -1, 63407
132, 1570813907, E, 6000, 2435, -1, 20, 21, 30900
133, 1570813909, E, 6028, 2435, -1, 64918
134, 1570813910, E, 6000, 2435, -1, 20, 21, 32616
135, 1570813911, E, 6028, 2435, -1, 48771
136, 1570813912, E, 6000, 2435, -1, 20, 21, 61649
137, 1570813913, E, 6028, 2435, -1, 19800
138, 1570813913, E, 6000, 2435, -1, 20, 21, 06456
139, 1570813915, E, 6028, 2435, -1, 59576
140, 1570813916, E, 6000, 2435, -1, 20, 21, 26514
141, 1570813917, E, 6028, 2435, -1, 46862
142, 1570813918, E, 6000, 2435, -1, 20, 21, 33967
143, 1570813919, E, 6028, 2435, -1, 48439
144, 1570813919, E, 6000, 2435, -1, 20, 21, 15128
145, 1570813921, E, 6028, 2435, -1, 13364
146, 1570813922, E, 6000, 2435, -1, 20, 21, 30492
147, 1570813923, E, 6028, 2435, -1, 51183
148, 1570813924, E, 6000, 2435, -1, 20, 21, 41384
149, 1570813925, E, 6028, 2435, -1, 25103
150, 1570813925, E, 6000, 2435, -1, 20, 21, 37987
151, 1570813927, E, 6028, 2435, -1, 32550
152, 1570813928, E, 6000, 2435, -1, 20, 21, 27775
153, 1570813929, E, 6028, 2435, -1, 29983
154, 1570813930, E, 6000, 2435, -1, 20, 21, 07174
155, 1570813931, E, 6028, 2435, -1, 13834
156, 1570813931, E, 6000, 2435, -1, 20, 21, 34974
157, 1570813933, E, 6028, 2435, -1, 50641
158, 1570813934, E, 6000, 2435, -1, 20, 21, 17675
159, 1570813935, E, 6028, 2435, -1, 24625
160, 1570813936, E, 6000, 2435, -1, 20, 21, 48885
161, 1570813937, E, 6028, 2435, -1, 45938
162, 1570813937, E, 6000, 2435, -1, 20, 21, 10861
163, 1570813939, E, 6028, 2435, -1, 47435
164, 1570813940, E, 6000, 2435, -1, 20, 21, 14628
165, 1570813941, E, 6028, 2435, -1, 46149
166, 1570813942, E, 6000, 2435, -1, 20, 21, 46749
167, 1570813943, E, 6028, 2435, -1, 18334
168, 1570813943, E, 6000, 2435, -1, 20, 21, 24436
169, 1570813945, E, 6028, 2435, -1, 57982
170, 1570813946, E, 6000, 2435, -1, 20, 21, 20163
171, 1570813947, E, 6028, 2435, -1, 65367
172, 1570813948, E, 6000, 2435, -1, 20, 21, 44542
173, 1570813949, E, 6028, 2435, -1, 62830
174, 1570813950, E, 6000, 2435, -1, 20, 21, 56711
175, 1570813951, E, 6028, 2435, -1, 46715
176, 1570813952, E, 6000, 2435, -1, 20, 21, 21054
177, 1570813953, E, 6028, 2435, -1, 17824
178, 1570813954, E, 6000, 2435, -1, 20, 21, 33930
179, 1570813955, E, 6028, 2435, -1, 57408
180, 1570813956, E, 6000, 2435, -1, 20, 21, 41294
181, 1570813957, E, 6028, 2435, -1, 46653
182, 1570813958, E, 6000, 2435, -1, 20, 21, 17011
183, 1570813959, E, 6028, 2435, -1, 48132
184, 1570813960, E, 6000, 2435, -1, 20, 21, 15993
185, 1570813961, E, 6028, 2435, -1, 13575
186, 1570813961, E, 6000, 2435, -1, 20, 21, 43745
187, 1570813963, E, 6028, 2435, -1, 50908
188, 1570813964, E, 6000, 2435, -1, 20, 21, 26484
189, 1570813965, E, 6028, 2435, -1, 25404
190, 1570813966, E, 6000, 2435, -1, 20, 21, 18846
191, 1570813967, E, 6028, 2435, -1, 32277
192, 1570813968, E, 6000, 2435, -1, 20, 21, 43683
193, 1570813969, E, 6028, 2435, -1, 29740
194, 1570813970, E, 6000, 2435, -1, 20, 21, 56026
195, 1570813971, E, 6028, 2435, -1, 14137
196, 1570813972, E, 6000, 2435, -1, 20, 21, 21859
197, 1570813973, E, 6028, 2435, -1, 50402
198, 1570813973, E, 6000, 2435, -1, 20, 21, 48266
199, 1570813975, E, 6028, 2435, -1, 24834
200, 1570813976, E, 6000, 2435, -1, 20, 21, 00314
201, 1570813977, E, 6028, 2435, -1, 03619
202, 1570813978, E, 6000, 2435, -1, 20, 21, 57863
203, 1570813979, E, 6028, 2435, -1, 01050
204, 1570813979, E, 6000, 2435, -1, 20, 21, 23984
205, 1570813981, E, 6028, 2435, -1, 04399
206, 1570813982, E, 6000, 2435, -1, 20, 21, 14494
207, 1570813983, E, 6028, 2435, -1, 58100
208, 1570813984, E, 6000, 2435, -1, 20, 21, 60970
209, 1570813985, E, 6028, 2435, -1, 18196
210, 1570813985, E, 6000, 2435, -1, 20, 21, 56289
211, 1570813987, M, 7201, 1200, 0, 10, 17, 791, 11, 11, 14, 797, 23, 23, 23, 799, 10, 10, 11, 781, -108, -104, -30, 761, 0, 0, 0, 761, 0, 0, 0, 761, 30, 30, 89, 791, 0, 0, 0, 1200, 0, 31, 100, 1200, 21, 21, 21, 0, NA, NA, NA, 1200, 50, 50, 50, 1200, 0, 0, 0, 1200, 0, 0, 0, 1200, 50, 50, 50, 1200, 0, 0, 0, 1200, 0, 0, 0, 1200, 18, 18, 18, 33223
212, 1570813987, E, 6028, 2435, -1, 61043
213, 1570813988, E, 6000, 2435, -1, 20, 21, 58670
214, 1570813989, E, 6028, 2435, -1, 46236
215, 1570813990, E, 6000, 2435, -1, 20, 21, 38231
216, 1570813991, E, 6028, 2435, -1, 42847
217, 1570813991, E, 6000, 2435, -1, 20, 21, 00463
218, 1570813993, E, 6028, 2435, -1, 42494
219, 1570813994, E, 6000, 2435, -1, 20, 21, 52314
220, 1570813995, E, 6028, 2435, -1, 53756
221, 1570813996, E, 6000, 2435, -1, 20, 21, 14244
222, 1570813997, E, 6028, 2435, -1, 08743
223, 1570813997, E, 6000, 2435, -1, 20, 21, 41788
224, 1570813999, E, 6028, 2435, -1, 30920
225, 1570814000, E, 6000, 2435, -1, 20, 21, 46959
226, 1570814001, E, 6028, 2435, -1, 09255
227, 1570814002, E, 6000, 2435, -1, 20, 21, 14550
228, 1570814003, E, 6028, 2435, -1, 09862
229, 1570814003, E, 6000, 2435, -1, 20, 21, 53567
230, 1570814005, E, 6028, 2435, -1, 40174
231, 1570814006, E, 6000, 2435, -1, 20, 21, 49288
232, 1570814007, E, 6028, 2435, -1, 28469
233, 1570814008, E, 6000, 2435, -1, 20, 21, 09141
234, 1570814009, E, 6028, 2435, -1, 13786
235, 1570814009, E, 6000, 2435, -1, 20, 21, 39938
236, 1570814011, E, 6028, 2435, -1, 09753
237, 1570814012, E, 6000, 2435, -1, 20, 21, 56437
238, 1570814013, E, 6028, 2435, -1, 09400
239, 1570814014, E, 6000, 2435, -1, 20, 21, 02753
240, 1570814015, E, 6028, 2435, -1, 56399
241, 1570814015, E, 6000, 2435, -1, 20, 21, 20503
242, 1570814017, E, 6028, 2435, -1, 12180
243, 1570814018, E, 6000, 2435, -1, 20, 21, 43019
244, 1570814019, E, 6028, 2435, -1, 30075
245, 1570814020, E, 6000, 2435, -1, 20, 21, 54273
246, 1570814021, E, 6028, 2435, -1, 44206
247, 1570814021, E, 6000, 2435, -1, 20, 21, 16537
248, 1570814023, E, 6028, 2435, -1, 44559
249, 1570814024, E, 6000, 2435, -1, 20, 21, 36108
250, 1570814025, E, 6028, 2435, -1, 05223
251, 1570814026, E, 6000, 2435, -1, 20, 21, 41958
252, 1570814027, E, 6028, 2435, -1, 59324
253, 1570814027, E, 6000, 2435, -1, 20, 21, 14206
254, 1570814029, E, 6028, 2435, -1, 48467
255, 1570814030, E, 6000, 2435, -1, 20, 21, 12450
256, 1570814031, E, 6028, 2435, -1, 44688
257, 1570814032, E, 6000, 2435, -1, 20, 21, 48923
258, 1570814033, E, 6028, 2435, -1, 44081
259, 1570814033, E, 6000, 2435, -1, 20, 21, 22258
260, 1570814035, E, 6028, 2435, -1, 55347
261, 1570814036, E, 6000, 2435, -1, 20, 21, 37457
262, 1570814037, E, 6028, 2435, -1, 11240
263, 1570814038, E, 6000, 2435, -1, 20, 21, 29036
264, 1570814039, E, 6028, 2435, -1, 28935
265, 1570814039, E, 6000, 2435, -1, 20, 21, 52955
266, 1570814041, E, 6028, 2435, -1, 11487
267, 1570814042, E, 6000, 2435, -1, 20, 21, 39481
268, 1570814043, E, 6028, 2435, -1, 11902
269, 1570814044, E, 6000, 2435, -1, 20, 21, 19597
270, 1570814045, E, 6028, 2435, -1, 37910
271, 1570814045, E, 6000, 2435, -1, 20, 21, 31046
272, 1570814047, E, 6028, 2435, -1, 26573
273, 1570814048, E, 6000, 2435, -1, 20, 21, 33114
274, 1570814049, E, 6028, 2435, -1, 15650
275, 1570814050, E, 6000, 2435, -1, 20, 21, 61731
276, 1570814051, E, 6028, 2435, -1, 12001
277, 1570814051, E, 6000, 2435, -1, 20, 21, 26043
278, 1570814053, E, 6028, 2435, -1, 11328
279, 1570814054, E, 6000, 2435, -1, 20, 21, 43054
280, 1570814055, E, 6028, 2435, -1, 56700
281, 1570814056, E, 6000, 2435, -1, 20, 21, 36330
282, 1570814057, E, 6028, 2435, -1, 11943
283, 1570814057, E, 6000, 2435, -1, 20, 21, 06514
284, 1570814059, E, 6028, 2435, -1, 29768
285, 1570814060, E, 6000, 2435, -1, 20, 21, 04829
286, 1570814061, E, 6028, 2435, -1, 44445
287, 1570814062, E, 6000, 2435, -1, 20, 21, 40292
288, 1570814063, E, 6028, 2435, -1, 44860
289, 1570814063, E, 6000, 2435, -1, 20, 21, 29837
290, 1570814065, E, 6028, 2435, -1, 05460
291, 1570814066, E, 6000, 2435, -1, 20, 21, 25914
292, 1570814067, E, 6028, 2435, -1, 59023
293, 1570814068, E, 6000, 2435, -1, 20, 21, 34311
294, 1570814069, E, 6028, 2435, -1, 48224
295, 1570814069, E, 6000, 2435, -1, 20, 21, 14768
296, 1570814071, E, 6028, 2435, -1, 44963
297, 1570814072, E, 6000, 2435, -1, 20, 21, 31175
298, 1570814073, E, 6028, 2435, -1, 44290
299, 1570814074, E, 6000, 2435, -1, 20, 21, 44915
300, 1570814075, E, 6028, 2435, -1, 14304
301, 1570814075, E, 6000, 2435, -1, 20, 21, 47463
302, 1570814077, E, 6028, 2435, -1, 50235
303, 1570814078, E, 6000, 2435, -1, 20, 21, 16763
304, 1570814079, E, 6028, 2435, -1, 40660
305, 1570814080, E, 6000, 2435, -1, 20, 21, 05211
306, 1570814081, E, 6028, 2435, -1, 56119
307, 1570814081, E, 6000, 2435, -1, 20, 21, 32963
308, 1570814083, E, 6028, 2435, -1, 55702
309, 1570814084, E, 6000, 2435, -1, 20, 21, 19798
310, 1570814085, E, 6028, 2435, -1, 25598
311, 1570814086, E, 6000, 2435, -1, 20, 21, 25532
312, 1570814087, E, 6028, 2435, -1, 36901
313, 1570814087, E, 6000, 2435, -1, 20, 21, 63268
314, 1570814089, E, 6028, 2435, -1, 51914
315, 1570814089, E, 6000, 2435, -1, 20, 21, 16182
316, 1570814091, E, 6028, 2435, -1, 55561
317, 1570814092, E, 6000, 2435, -1, 20, 21, 32577
318, 1570814093, E, 6028, 2435, -1, 56232
319, 1570814093, E, 6000, 2435, -1, 20, 21, 38568
320, 1570814095, E, 6028, 2435, -1, 44970
321, 1570814096, E, 6000, 2435, -1, 20, 21, 21003
322, 1570814097, E, 6028, 2435, -1, 23665
323, 1570814098, E, 6000, 2435, -1, 20, 21, 45366
324, 1570814099, E, 6028, 2435, -1, 01694
325, 1570814099, E, 6000, 2435, -1, 20, 21, 03713
326, 1570814101, E, 6028, 2435, -1, 14949
327, 1570814102, E, 6000, 2435, -1, 20, 21, 09852
328, 1570814103, E, 6028, 2435, -1, 14532
329, 1570814104, E, 6000, 2435, -1, 20, 21, 61640
330, 1570814105, E, 6028, 2435, -1, 33452
331, 1570814106, E, 6000, 2435, -1, 20, 21, 56866
332, 1570814107, E, 6028, 2435, -1, 29047
333, 1570814108, E, 6000, 2435, -1, 20, 21, 15647
334, 1570814109, E, 6028, 2435, -1, 11160
335, 1570814110, E, 6000, 2435, -1, 20, 21, 19814
336, 1570814111, E, 6028, 2435, -1, 14427
337, 1570814112, E, 6000, 2435, -1, 20, 21, 49887
338, 1570814113, E, 6028, 2435, -1, 15098
339, 1570814114, E, 6000, 2435, -1, 20, 21, 05227
340, 1570814115, E, 6028, 2435, -1, 49677
341, 1570814116, E, 6000, 2435, -1, 20, 21, 21916
342, 1570814117, E, 6028, 2435, -1, 12758
343, 1570814118, E, 6000, 2435, -1, 20, 21, 46753
344, 1570814119, E, 6028, 2435, -1, 27449
345, 1570814119, E, 6000, 2435, -1, 20, 21, 02326
346, 1570814121, E, 6028, 2435, -1, 45804
347, 1570814122, E, 6000, 2435, -1, 20, 21, 17682
348, 1570814123, E, 6028, 2435, -1, 45133
349, 1570814124, E, 6000, 2435, -1, 20, 21, 37798
350, 1570814125, E, 6028, 2435, -1, 02597
351, 1570814125, E, 6000, 2435, -1, 20, 21, 42605
352, 1570814127, E, 6028, 2435, -1, 63998
353, 1570814128, E, 6000, 2435, -1, 20, 21, 24177
354, 1570814129, E, 6028, 2435, -1, 41745
355, 1570814129, E, 6000, 2435, -1, 20, 21, 57798
356, 1570814131, E, 6028, 2435, -1, 45266
357, 1570814131, E, 6000, 2435, -1, 20, 21, 47760
358, 1570814133, E, 6028, 2435, -1, 45683
359, 1570814133, E, 6003, 6003, 55345
360, 1570814134, E, 6028, 2441, -1, 44407
361, 1570814134, E, 6000, 2448, -1, 0, 0, 47085
